@relation training_gesture

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute Label{up,down,left,right,tilt_left,tilt_right}

@data
-563,436,-1565,168658,668780,89939,2770,-186,-824,18841,-37865,185304,-1180,-122,212,-80609,-489390,-226158,104,219,620,-87256,-186219,-46219,165,-36,132,-19756,-292378,-46524,-506,-163,226,-30365,-24756,-82134,-334,-90,549,-13536,-9329,121,-515,5,687,-3536,135243,33231,90,-117,0,40914,126951,37378,1,12,-18,60,91158,30000,179,-6,-96,13719,-3231,22317,-253,61,-37,-7987,-304,1890,-83,-6,97,1524,14085,-2439,51,-12,35,3353,14390,914,47,21,-32,365,792,-1341,44,7,-12,3048,1219,60,-41,-10,-24,1036,-12804,1524,-18,12,16,426,6585,-3475,20,-30,-30,-3109,12500,-1280,-35,9,49,-792,-853,-1524,tilt_left
523,-47,-1020,190853,617195,82256,378,43,-909,42804,-18353,63963,360,265,-384,-95060,-386768,-14756,-102,-22,620,-161463,-302317,-128048,-90,55,-201,-57195,-135731,-70792,180,-191,845,-13536,-210792,18048,-692,114,671,30670,-2073,-31646,-759,-331,179,45060,68414,2987,-27,75,273,24329,253658,31585,169,15,-15,-1036,129573,28475,71,11,-34,-426,-9573,8292,0,-57,-79,1158,-4390,1768,43,24,50,-12500,-7317,10365,-20,-11,-32,3719,-4573,1097,-2,10,-7,-4207,3841,-1402,-35,19,22,5426,5243,-1280,44,4,52,-2682,2256,3109,-28,-50,-83,5914,-6097,243,39,17,17,-1524,-914,487,5,-3,14,-3475,1219,-2012,tilt_left
-276,-78,-1563,116951,-591524,-49939,-188,426,-605,8658,300121,6219,28,-457,583,-102500,343048,76768,10,317,106,-62378,137865,13963,-426,-70,86,-731,193475,56036,806,-408,1115,56707,343170,15121,885,26,65,-53475,-373597,-10487,-333,91,320,-2500,-312256,-108536,-73,11,-3,26768,-77317,-19512,-83,-1,-51,7500,15731,-8353,24,-12,19,3353,4390,14146,-75,-6,-59,3353,-9329,3536,-10,26,28,-9268,17256,6158,-10,-7,-14,6219,11890,2317,26,-6,26,-365,-60,-1097,7,6,-19,609,4207,3109,10,2,4,-1829,-6463,1463,-14,16,31,365,-1707,-2439,20,-22,-37,731,7560,121,-8,5,5,-1951,-6036,1158,tilt_right
-273,19,-992,-39207,-938841,57012,-538,478,-1241,105182,413353,-76951,666,-689,21,-10304,553475,53475,-511,312,287,-62134,118597,12804,-289,-235,450,12317,227195,-19573,442,38,1183,-35548,164512,14512,248,57,-68,97865,-112256,-51463,121,-30,371,-124695,-327865,14878,-44,56,146,11768,-27682,-22865,106,139,-145,52073,-69268,9756,-88,-41,13,2926,26829,-11585,58,59,-33,-15792,-30304,16585,1,-57,10,5365,-853,4390,8,9,-35,8597,8353,-1219,-16,11,10,-4024,-3170,-365,20,-7,28,-1585,-3719,1219,-20,-17,-4,6280,5914,-2804,32,0,0,-4695,-6097,3292,-8,-9,-2,1280,3536,-1280,-21,5,13,-2500,-3109,-1402,tilt_right
-322,-417,-973,-7378,-871463,191646,-348,733,-1927,275365,355853,-225731,161,-314,756,-231219,398902,1890,90,33,96,-20731,310426,78780,-365,44,77,-20609,179268,-32073,257,-186,1297,-67317,116219,70426,333,-61,104,121341,-2195,-78841,595,148,459,-109695,-264817,31402,-502,113,215,44512,-244878,-63841,130,-217,-102,20304,27195,15365,21,141,-62,2743,4268,-1280,-13,-47,65,-16829,6036,2926,-28,11,-3,8475,-17987,7560,24,-3,-6,18719,11341,3597,6,-26,-16,-6768,5914,-5304,-2,60,52,-34390,-7012,-2743,41,-16,-77,20243,6585,2134,17,25,14,731,-4329,7195,-7,-15,38,11524,-3597,-3048,-5,1,11,-6158,-8963,4268,tilt_right
-631,219,-1229,61463,-737195,792,-104,-145,-1387,1829,365792,-45365,-127,-87,860,-55975,391585,46707,13,77,-57,7256,96890,39085,-145,-73,17,-26036,262743,-8841,685,-68,1301,-28109,128475,4817,117,6,248,67804,487,-70304,333,59,-1106,-88231,-338353,10000,-177,28,1344,41036,-181402,9573,-114,-55,38,15182,-1585,10304,160,29,-92,8109,19512,-5487,-39,37,33,-8963,-13048,5548,7,-54,-9,5000,17317,-2073,51,33,-24,-1036,-3353,1524,-44,-18,39,-6463,-1524,1524,14,32,35,-1219,-4024,487,-1,-14,-39,8719,3048,-1036,-12,-16,-4,-2012,-3536,-243,-2,38,50,-5060,-3658,1524,16,3,-38,6585,6768,-853,tilt_right
-238,-53,-1664,63719,-919207,140853,-31,-225,-926,67743,435792,-114634,151,13,274,-108963,502500,7865,-218,123,239,-61890,243963,-55426,-396,-37,333,-18902,200121,-44451,250,9,1288,39390,73109,18231,524,255,333,35548,-39817,-55975,-12,-70,68,-46951,-495304,106402,-84,88,126,4634,25853,-17195,1,-19,-31,21768,-55060,16768,-12,-80,-104,15365,29695,-3414,-37,-5,42,-9390,-4695,4329,43,44,27,-3170,-10914,1463,-5,-31,-48,-975,13963,-7560,-22,31,-14,-1524,1768,2317,0,-20,31,2500,-487,-426,0,-20,20,-731,-3048,1219,-11,-1,-24,304,3292,-1158,14,12,9,-1036,-365,121,24,27,-19,1768,2682,-60,tilt_right
348,-367,-1377,34146,-1071219,291524,-770,273,-1046,181829,625182,-259329,-95,362,305,-182621,422804,8658,154,-431,81,-65609,155121,-33353,-376,66,295,-31463,234695,-65609,183,-185,1236,73353,219207,45365,433,71,233,20609,-147500,-22256,222,135,157,-62256,-270548,43658,-86,19,205,27317,-177134,-15060,-24,-9,-42,-3292,8841,-1280,-18,-8,-2,1280,-10548,4756,21,-21,-26,7682,8475,4085,4,21,11,-1646,-121,2439,-15,-26,-23,2804,-5914,-3841,16,8,4,-1585,3414,731,-13,-3,31,-4085,-1707,670,-3,0,-20,2134,3719,-1402,0,4,-1,-1402,-1158,-243,10,1,0,3353,3475,-2134,-1,-5,9,-2195,-3658,1097,tilt_right
32,-222,-1208,-42926,-988109,292073,104,18,-1126,194817,379939,-149390,-182,-51,118,-110182,525853,-100548,-258,-69,158,-54024,312560,-51524,-205,187,53,-42378,176280,-31829,-245,11,909,31280,83170,-8719,377,80,754,34634,-64573,-8231,331,-174,379,-17073,-133292,8353,64,204,-51,33109,-210243,21097,-53,67,32,-29390,-55853,24573,-6,-5,-1,-6341,-30487,6219,32,-33,-77,14451,10609,-243,-29,-1,18,-16036,-12073,3048,-28,53,74,6219,4573,-5609,19,-33,-37,10792,10182,-1280,22,-6,-46,-2804,5609,-792,32,0,51,-9878,-20670,3536,-38,9,-4,7439,6890,1524,5,13,15,-2926,-2134,792,5,12,-4,1463,2317,-243,tilt_right
-26,0,-1552,85243,-914573,295304,-257,-249,-1024,86036,616097,-263231,-80,-82,441,-154939,293414,-26646,-20,110,-6,-26036,217560,-38292,-232,157,387,-28963,137682,-35426,98,198,1020,3475,203414,-15060,368,-80,703,46707,-173719,11707,-103,168,315,10792,-169390,-3963,93,-239,-442,-22317,-235000,85670,-12,99,163,-2012,47073,-31585,18,-61,-39,4573,-792,3597,29,16,-41,-13109,-5914,7012,7,31,34,609,-13170,9329,21,0,4,10731,1341,-426,1,-10,-20,-1585,-5426,3658,-12,11,3,-1585,731,-1585,-11,6,16,1158,1158,-2317,18,-3,-12,2256,3414,609,-1,4,14,182,-975,-1219,-2,0,14,1280,121,1036,tilt_right
199,2,-1825,4695,-863048,198353,-385,-241,-754,97500,148170,-128475,70,185,878,-157317,680000,-31341,157,-378,-345,35914,68109,-44573,-621,236,-1,26341,344512,-87012,6,-94,1052,5304,280365,39085,146,21,458,35670,-220548,39939,474,185,343,-61646,-169878,-19451,-214,142,486,-76036,-178414,-3109,132,-156,-324,67073,-89573,25670,11,105,90,12378,-5121,7560,80,-80,-107,21280,36829,-8841,6,19,42,-14573,-19268,8658,-3,19,7,-5670,-16036,5060,10,0,-5,4329,-1463,304,-23,-14,24,2317,4695,-914,13,38,0,-426,-1158,792,23,-38,-47,7073,9573,-3902,3,6,28,-7500,-9390,3902,9,-15,-25,1097,2743,-2134,tilt_right
-677,-267,-1841,41768,-842926,140487,92,61,-371,20792,361402,-78048,315,-37,272,-52317,498536,-34817,-430,508,-12,-9146,255304,-74878,-12,-349,552,-23902,87256,3841,60,101,910,73353,116036,-36463,951,-597,390,-5304,-87012,8902,-304,490,79,-31463,-280792,32195,-6,148,235,-26036,-102073,30000,120,-14,-295,32256,11585,-2743,-12,-111,127,-10121,-1036,3414,30,39,-39,-9817,-15548,7743,-12,14,45,-7743,-12439,3292,1,0,-4,6341,3231,2743,-13,21,-28,1524,3658,-3170,-3,-19,10,182,2073,-1219,-4,-2,22,-1280,-1036,121,15,4,-5,3414,853,2195,-6,6,-15,-2743,-2012,-2012,-12,-31,-3,1280,426,-426,tilt_right
-331,-503,-1294,-2560,-929878,186951,-134,188,-1172,84451,366036,-134024,125,40,456,-76768,641463,-32621,-452,-24,146,-1341,273475,-71463,38,338,820,-67134,153353,-37439,196,-37,724,95060,-92134,-9756,906,-64,1001,-10853,-173719,36585,-495,118,-683,-23841,-202256,40609,31,48,10,13719,16280,975,27,-50,-20,-7378,-36951,15182,-14,-6,8,-2195,-4207,2012,15,9,32,-7987,-14329,5304,1,35,-35,6036,1402,-1951,0,-45,0,2012,3963,-1036,-11,-16,0,-5365,-5914,1402,15,0,-36,548,-2134,670,-30,33,83,-182,182,609,22,-28,-55,7073,9878,-2195,1,5,15,-914,2134,-365,18,-8,-18,-304,2317,-1097,tilt_right
-749,-114,-960,-62865,-765792,108170,-71,-143,-902,48170,114634,-61707,391,69,-124,21524,543475,18841,-264,101,61,487,325914,-84817,-315,-141,466,4939,243292,-43231,508,150,960,5487,-20426,6280,477,579,-726,25121,-45548,-40365,58,-406,1449,-49756,-270609,52804,-54,-3,-127,-1158,-117804,37621,57,-6,-177,14024,12500,-4817,-40,-101,132,2926,-14207,9146,36,21,8,-16463,-10060,5365,23,4,-47,2378,-6951,548,-20,7,16,-548,-3353,182,-21,-24,-11,2256,4756,304,27,25,33,-3231,-2682,1402,-11,0,-32,3109,3902,-3963,-12,12,-5,792,-60,548,28,-2,24,426,609,-60,-16,-20,-17,-792,4512,-792,tilt_right
-90,-438,-1063,13170,-911707,227439,-300,189,-1395,44817,160670,-133109,-116,55,303,-7743,577317,-76524,0,-146,195,-57378,358536,-32500,-311,158,285,-10975,158536,-48475,249,31,919,45000,192804,-31524,201,194,562,54268,-155975,35609,251,-145,6,2256,-14024,609,273,-43,347,-116219,-354695,94939,-89,105,-100,548,-24451,-26097,0,23,2,21402,5609,-5304,-38,-14,-48,7926,-3963,-3475,8,-29,-80,8719,9329,-3292,-4,45,106,-9451,-8963,5182,-5,-62,-55,14634,11097,-6097,34,22,-15,-6402,-975,3536,-7,11,25,-6646,-670,731,-16,-15,37,-1097,-6890,-243,2,0,-35,3475,6585,121,0,4,-2,-2195,-4146,1097,tilt_right
-205,-234,-1002,-34024,-850304,223048,-369,-169,-1289,95914,134756,-109390,410,253,412,-80975,678780,-86707,-675,-60,146,13353,297743,-58597,192,78,769,-10853,211707,-32743,97,-20,318,16463,-15060,-41951,434,150,355,6646,-126158,13109,-106,62,428,-14207,-245365,29207,91,69,-69,6341,-65243,51280,113,0,-57,3170,-8841,3658,9,-29,-20,426,-4878,4756,-23,-15,-4,792,6158,-3902,6,41,24,-8170,-16829,7865,-9,25,44,6402,1463,-1036,29,-62,-71,4451,10609,-2987,12,-2,-20,914,1646,-426,-9,6,38,-5975,-4207,2804,23,9,53,3170,4878,-5060,-38,-29,-5,12743,-14390,3719,41,-33,-45,3658,-3719,2317,tilt_right
-293,-288,-1077,-153292,-925731,252621,-450,44,-1124,160914,199695,-173658,144,-23,393,24329,818841,-61280,-254,107,-339,15182,139146,-21524,-48,29,834,-79817,118353,-13719,155,130,794,42439,118231,-40121,505,-163,259,24085,-100487,-3963,307,83,258,-39817,-154634,15609,-61,69,94,-16707,-180731,32682,4,2,-159,11646,-22073,13597,-35,-44,71,-7317,-4390,1097,1,32,15,-8658,-6829,3475,-12,12,8,10060,7317,-4573,26,-33,-51,-1829,-8109,2804,-15,15,39,-5914,3780,-2743,-18,0,-16,7804,6219,-2743,5,10,7,-243,0,792,4,-16,-5,2743,3414,-1707,-4,2,-15,-487,-1890,1585,31,-14,-4,243,2560,-182,tilt_right
-238,-572,-1177,-47195,-928780,174329,-817,503,-1145,110060,357378,-190121,585,-99,400,-54085,622439,85914,-299,129,261,-5060,149085,-92865,-258,19,275,5243,137743,-34634,356,40,866,28170,64817,24268,331,-236,852,24024,-83536,-19817,188,239,-290,-26463,-70060,10975,150,-26,5,-40670,-232378,34512,-6,-5,-25,4878,-24573,16463,-9,18,-8,-1951,1219,-4451,-9,-43,-39,3475,5365,-6585,-11,26,73,-2682,1463,1402,33,-8,-28,-304,-1158,548,-14,26,5,-1524,-1402,1097,16,-9,-13,1158,-914,1890,1,-32,-10,3719,2500,-2500,7,16,24,-6219,-5182,1524,-4,2,-33,2560,5182,-1524,-10,24,35,-2195,-4268,182,tilt_right
-511,-404,-1163,35182,-644817,94207,-303,401,-296,10792,119085,-86524,-233,151,-223,-5304,489512,-65182,-15,-149,368,-23109,203597,54573,-26,-4,228,13719,122865,11341,404,-65,560,-1219,96097,16524,511,3,340,14451,-41402,-23475,338,-176,37,-2987,-165365,-60,-15,48,372,-70426,-170487,3170,-91,65,-236,27987,-11768,-1707,6,0,-21,-1646,-3963,182,18,18,15,1768,10609,-3414,-15,4,29,1829,-11707,2621,-6,-29,-19,4268,8719,-2743,-1,5,-3,-3109,-3841,1890,1,1,-3,-243,1524,0,-2,2,0,-670,3597,-487,3,-3,2,-1402,-3414,-182,-8,-3,-4,-426,-2012,365,7,9,14,-609,3963,-487,tilt_right
18,-244,-1202,-20853,-754268,59207,-1346,670,-939,22987,171158,-196036,317,-245,223,121,523414,162865,-121,-42,444,24085,249878,1402,116,-16,340,23963,180243,-20000,366,54,744,10304,34512,2256,355,90,516,-2073,-88963,-9268,166,-370,-116,-55121,-193109,21951,2,134,49,-5548,-80365,-26097,55,4,-10,7317,-10060,4756,67,-7,-85,5609,1219,-6280,-41,2,57,-7987,-23536,3597,8,-26,-39,-2195,-22987,5731,-2,23,36,1341,7682,-2134,31,6,-28,1829,1585,2012,-51,-26,10,1951,-792,-975,-17,1,-60,-731,4024,-3292,38,10,47,-5853,2134,243,6,14,38,3292,3109,-1951,4,-6,-8,1158,243,365,tilt_right
-419,-36,-1090,-29878,-815426,158048,-439,-191,-944,74146,279085,-129695,190,217,129,-10121,534207,-23780,-297,81,261,-13048,164756,-19268,-111,0,284,-3109,113170,7743,319,-31,752,11463,139146,11280,266,-1,181,-13231,-123658,-14573,365,7,387,-9878,-108109,-670,-5,54,213,-25548,-135609,304,41,-37,-199,25365,-9695,-670,29,10,-17,-2621,-24695,4390,9,-6,27,-3170,6951,-6707,3,7,-8,-6463,-22987,12804,-12,-12,-1,4939,-5182,2682,25,-19,-30,-304,3536,182,-1,57,52,-5975,-6524,5426,0,-41,-32,10731,10731,-9085,-6,7,37,-3109,-2012,975,16,-13,-16,-1768,-2865,1585,-4,6,-5,2439,5000,-2134,tilt_right
39,-706,-1219,110060,-688780,130304,-790,586,-613,-75914,41341,-183719,-178,154,-77,-47317,355243,25670,307,-210,167,5914,444817,49390,-215,100,280,6219,82012,-35731,-100,20,401,32743,58658,-60,94,-53,298,12865,67012,-2987,222,-8,331,-23597,-78902,3780,432,20,382,-6463,-98292,-487,59,-22,6,-17682,-83414,6707,23,105,103,-17378,-47256,-6951,45,-68,-107,8231,-35853,14939,31,16,7,1768,-27195,3902,-10,35,72,-6280,3841,731,65,11,0,11951,548,-3048,-69,20,-8,6707,-4329,-2256,-22,-22,-9,1219,-5914,4817,-10,-23,-50,-4085,7743,792,122,37,14,4512,670,-5670,-77,-26,-30,-13048,7682,4390,tilt_right
